Country Code,SIEC Code,Consumption in KTOE,SIEC,Country,Parent,Renewable,Sunburst_Parent,Sunburst_SIEC
DK,RA300,1404.1,Wind,Denmark,,Renewable,Wind,
EE,RA300,72.6,Wind,Estonia,,Renewable,Wind,
EL,RA300,800.5,Wind,Greece,,Renewable,Wind,
ES,RA300,4853.3,Wind,Spain,,Renewable,Wind,
FI,RA300,682.6,Wind,Finland,,Renewable,Wind,
FR,RA300,3421.5,Wind,France,,Renewable,Wind,
HR,RA300,148.0,Wind,Croatia,,Renewable,Wind,
HU,RA300,56.3,Wind,Hungary,,Renewable,Wind,
IE,RA300,993.1,Wind,Ireland,,Renewable,Wind,
IT,RA300,1613.2,Wind,Italy,,Renewable,Wind,
LT,RA300,133.4,Wind,Lithuania,,Renewable,Wind,
LU,RA300,30.2,Wind,Luxembourg,,Renewable,Wind,
LV,RA300,15.2,Wind,Latvia,,Renewable,Wind,
MT,RA300,0.0,Wind,Malta,,Renewable,Wind,
NL,RA300,1318.9,Wind,Netherlands,,Renewable,Wind,
PL,RA300,1358.6,Wind,Poland,,Renewable,Wind,
PT,RA300,1057.5,Wind,Portugal,,Renewable,Wind,
RO,RA300,597.2,Wind,Romania,,Renewable,Wind,
SE,RA300,2366.8,Wind,Sweden,,Renewable,Wind,
SI,RA300,0.5,Wind,Slovenia,,Renewable,Wind,
SK,RA300,0.3,Wind,Slovakia,,Renewable,Wind,
AT,RA410,182.0,Solar thermal,Austria,Solar,Renewable,Solar,Solar thermal
BE,RA410,27.0,Solar thermal,Belgium,Solar,Renewable,Solar,Solar thermal
BG,RA410,27.4,Solar thermal,Bulgaria,Solar,Renewable,Solar,Solar thermal
CY,RA410,74.4,Solar thermal,Cyprus,Solar,Renewable,Solar,Solar thermal
CZ,RA410,18.8,Solar thermal,Czechia,Solar,Renewable,Solar,Solar thermal
DE,RA410,748.7,Solar thermal,Germany,Solar,Renewable,Solar,Solar thermal
DK,RA410,78.2,Solar thermal,Denmark,Solar,Renewable,Solar,Solar thermal
EL,RA410,293.1,Solar thermal,Greece,Solar,Renewable,Solar,Solar thermal
ES,RA410,2288.0,Solar thermal,Spain,Solar,Renewable,Solar,Solar thermal
FI,RA410,2.4,Solar thermal,Finland,Solar,Renewable,Solar,Solar thermal
FR,RA410,194.6,Solar thermal,France,Solar,Renewable,Solar,Solar thermal
HR,RA410,16.3,Solar thermal,Croatia,Solar,Renewable,Solar,Solar thermal
HU,RA410,15.0,Solar thermal,Hungary,Solar,Renewable,Solar,Solar thermal
IE,RA410,14.1,Solar thermal,Ireland,Solar,Renewable,Solar,Solar thermal
IT,RA410,236.4,Solar thermal,Italy,Solar,Renewable,Solar,Solar thermal
LU,RA410,2.6,Solar thermal,Luxembourg,Solar,Renewable,Solar,Solar thermal
LV,RA410,1.0,Solar thermal,Latvia,Solar,Renewable,Solar,Solar thermal
MT,RA410,5.1,Solar thermal,Malta,Solar,Renewable,Solar,Solar thermal
NL,RA410,28.1,Solar thermal,Netherlands,Solar,Renewable,Solar,Solar thermal
PL,RA410,80.1,Solar thermal,Poland,Solar,Renewable,Solar,Solar thermal
PT,RA410,100.7,Solar thermal,Portugal,Solar,Renewable,Solar,Solar thermal
RO,RA410,0.8,Solar thermal,Romania,Solar,Renewable,Solar,Solar thermal
SE,RA410,10.4,Solar thermal,Sweden,Solar,Renewable,Solar,Solar thermal
SI,RA410,10.3,Solar thermal,Slovenia,Solar,Renewable,Solar,Solar thermal
SK,RA410,8.1,Solar thermal,Slovakia,Solar,Renewable,Solar,Solar thermal
AT,RA420,175.7,Solar photovoltaic,Austria,Solar,Renewable,Solar,Solar photovoltaic
BE,RA420,439.0,Solar photovoltaic,Belgium,Solar,Renewable,Solar,Solar photovoltaic
BG,RA420,127.3,Solar photovoltaic,Bulgaria,Solar,Renewable,Solar,Solar photovoltaic
CY,RA420,25.4,Solar photovoltaic,Cyprus,Solar,Renewable,Solar,Solar photovoltaic
CZ,RA420,196.6,Solar photovoltaic,Czechia,Solar,Renewable,Solar,Solar photovoltaic
DE,RA420,4182.4,Solar photovoltaic,Germany,Solar,Renewable,Solar,Solar photovoltaic
DK,RA420,101.5,Solar photovoltaic,Denmark,Solar,Renewable,Solar,Solar photovoltaic
EE,RA420,21.1,Solar photovoltaic,Estonia,Solar,Renewable,Solar,Solar photovoltaic
EL,RA420,382.4,Solar photovoltaic,Greece,Solar,Renewable,Solar,Solar photovoltaic
ES,RA420,1347.8,Solar photovoltaic,Spain,Solar,Renewable,Solar,Solar photovoltaic
FI,RA420,18.8,Solar photovoltaic,Finland,Solar,Renewable,Solar,Solar photovoltaic
FR,RA420,1152.1,Solar photovoltaic,France,Solar,Renewable,Solar,Solar photovoltaic
HR,RA420,8.2,Solar photovoltaic,Croatia,Solar,Renewable,Solar,Solar photovoltaic
HU,RA420,211.4,Solar photovoltaic,Hungary,Solar,Renewable,Solar,Solar photovoltaic
IE,RA420,5.5,Solar photovoltaic,Ireland,Solar,Renewable,Solar,Solar photovoltaic
IT,RA420,2144.6,Solar photovoltaic,Italy,Solar,Renewable,Solar,Solar photovoltaic
LT,RA420,11.1,Solar photovoltaic,Lithuania,Solar,Renewable,Solar,Solar photovoltaic
LU,RA420,13.9,Solar photovoltaic,Luxembourg,Solar,Renewable,Solar,Solar photovoltaic
LV,RA420,0.4,Solar photovoltaic,Latvia,Solar,Renewable,Solar,Solar photovoltaic
MT,RA420,20.4,Solar photovoltaic,Malta,Solar,Renewable,Solar,Solar photovoltaic
NL,RA420,753.7,Solar photovoltaic,Netherlands,Solar,Renewable,Solar,Solar photovoltaic
PL,RA420,168.4,Solar photovoltaic,Poland,Solar,Renewable,Solar,Solar photovoltaic
PT,RA420,147.5,Solar photovoltaic,Portugal,Solar,Renewable,Solar,Solar photovoltaic
RO,RA420,149.0,Solar photovoltaic,Romania,Solar,Renewable,Solar,Solar photovoltaic
SE,RA420,90.4,Solar photovoltaic,Sweden,Solar,Renewable,Solar,Solar photovoltaic
SI,RA420,31.7,Solar photovoltaic,Slovenia,Solar,Renewable,Solar,Solar photovoltaic
SK,RA420,57.0,Solar photovoltaic,Slovakia,Solar,Renewable,Solar,Solar photovoltaic
AT,RA500_5160,11.7,Other renewable energies,Austria,Other Renewable,Renewable,Other Renewable,Other renewable energies
BE,RA500_5160,22.7,Other renewable energies,Belgium,Other Renewable,Renewable,Other Renewable,Other renewable energies
BG,RA500_5160,3.5,Other renewable energies,Bulgaria,Other Renewable,Renewable,Other Renewable,Other renewable energies
CY,RA500_5160,10.2,Other renewable energies,Cyprus,Other Renewable,Renewable,Other Renewable,Other renewable energies
DE,RA500_5160,126.1,Other renewable energies,Germany,Other Renewable,Renewable,Other Renewable,Other renewable energies
EL,RA500_5160,39.8,Other renewable energies,Greece,Other Renewable,Renewable,Other Renewable,Other renewable energies
ES,RA500_5160,2.3,Other renewable energies,Spain,Other Renewable,Renewable,Other Renewable,Other renewable energies
FR,RA500_5160,41.4,Other renewable energies,France,Other Renewable,Renewable,Other Renewable,Other renewable energies
HR,RA500_5160,9.1,Other renewable energies,Croatia,Other Renewable,Renewable,Other Renewable,Other renewable energies
IT,RA500_5160,57.9,Other renewable energies,Italy,Other Renewable,Renewable,Other Renewable,Other renewable energies
LT,RA500_5160,4.7,Other renewable energies,Lithuania,Other Renewable,Renewable,Other Renewable,Other renewable energies
LV,RA500_5160,3.3,Other renewable energies,Latvia,Other Renewable,Renewable,Other Renewable,Other renewable energies
NL,RA500_5160,6.4,Other renewable energies,Netherlands,Other Renewable,Renewable,Other Renewable,Other renewable energies
PT,RA500_5160,14.0,Other renewable energies,Portugal,Other Renewable,Renewable,Other Renewable,Other renewable energies
SK,RA500_5160,0.7,Other renewable energies,Slovakia,Other Renewable,Renewable,Other Renewable,Other renewable energies
AT,RA600,403.3,Ambient heat (heat pumps),Austria,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
BE,RA600,130.8,Ambient heat (heat pumps),Belgium,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
BG,RA600,111.6,Ambient heat (heat pumps),Bulgaria,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
CY,RA600,51.2,Ambient heat (heat pumps),Cyprus,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
CZ,RA600,233.7,Ambient heat (heat pumps),Czechia,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
DE,RA600,1380.0,Ambient heat (heat pumps),Germany,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
DK,RA600,338.5,Ambient heat (heat pumps),Denmark,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
EL,RA600,386.7,Ambient heat (heat pumps),Greece,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
ES,RA600,960.3,Ambient heat (heat pumps),Spain,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
FI,RA600,566.6,Ambient heat (heat pumps),Finland,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
FR,RA600,2766.1,Ambient heat (heat pumps),France,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
HR,RA600,14.6,Ambient heat (heat pumps),Croatia,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
HU,RA600,17.5,Ambient heat (heat pumps),Hungary,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
IE,RA600,57.1,Ambient heat (heat pumps),Ireland,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
IT,RA600,2475.4,Ambient heat (heat pumps),Italy,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
LT,RA600,30.1,Ambient heat (heat pumps),Lithuania,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
LU,RA600,2.4,Ambient heat (heat pumps),Luxembourg,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
LV,RA600,1.0,Ambient heat (heat pumps),Latvia,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
MT,RA600,14.4,Ambient heat (heat pumps),Malta,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
NL,RA600,313.1,Ambient heat (heat pumps),Netherlands,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
PL,RA600,298.1,Ambient heat (heat pumps),Poland,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
PT,RA600,718.6,Ambient heat (heat pumps),Portugal,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
SE,RA600,1765.4,Ambient heat (heat pumps),Sweden,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
SI,RA600,47.3,Ambient heat (heat pumps),Slovenia,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
SK,RA600,51.8,Ambient heat (heat pumps),Slovakia,Other Renewable,Renewable,Other Renewable,Ambient heat (heat pumps)
AT,SFF_OTH,54.0,Other solid fossil fuels,Austria,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
BE,SFF_OTH,539.9,Other solid fossil fuels,Belgium,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
BG,SFF_OTH,101.4,Other solid fossil fuels,Bulgaria,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
CZ,SFF_OTH,362.7,Other solid fossil fuels,Czechia,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
DE,SFF_OTH,1128.5,Other solid fossil fuels,Germany,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
EE,SFF_OTH,2522.4,Other solid fossil fuels,Estonia,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
ES,SFF_OTH,1068.3,Other solid fossil fuels,Spain,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
FI,SFF_OTH,1036.1,Other solid fossil fuels,Finland,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
FR,SFF_OTH,290.0,Other solid fossil fuels,France,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
HR,SFF_OTH,0.6,Other solid fossil fuels,Croatia,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
HU,SFF_OTH,26.9,Other solid fossil fuels,Hungary,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
IE,SFF_OTH,673.1,Other solid fossil fuels,Ireland,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
IT,SFF_OTH,54.7,Other solid fossil fuels,Italy,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
LT,SFF_OTH,18.7,Other solid fossil fuels,Lithuania,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
LU,SFF_OTH,7.8,Other solid fossil fuels,Luxembourg,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
LV,SFF_OTH,0.9,Other solid fossil fuels,Latvia,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
NL,SFF_OTH,8.3,Other solid fossil fuels,Netherlands,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
PL,SFF_OTH,207.0,Other solid fossil fuels,Poland,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
PT,SFF_OTH,3.7,Other solid fossil fuels,Portugal,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
RO,SFF_OTH,414.6,Other solid fossil fuels,Romania,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
SE,SFF_OTH,63.2,Other solid fossil fuels,Sweden,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
SI,SFF_OTH,153.2,Other solid fossil fuels,Slovenia,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
SK,SFF_OTH,124.0,Other solid fossil fuels,Slovakia,Solid fossil fuels and peat,Non-renewable,Solid fossil fuels and peat,Other solid fossil fuels
AT,W6100,344.3,Industrial waste (non-renewable),Austria,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
BE,W6100,294.0,Industrial waste (non-renewable),Belgium,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
BG,W6100,66.2,Industrial waste (non-renewable),Bulgaria,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
CY,W6100,6.9,Industrial waste (non-renewable),Cyprus,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
CZ,W6100,304.6,Industrial waste (non-renewable),Czechia,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
DE,W6100,1060.5,Industrial waste (non-renewable),Germany,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
EE,W6100,3.4,Industrial waste (non-renewable),Estonia,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
EL,W6100,9.7,Industrial waste (non-renewable),Greece,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
ES,W6100,303.6,Industrial waste (non-renewable),Spain,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
FI,W6100,48.4,Industrial waste (non-renewable),Finland,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
FR,W6100,388.7,Industrial waste (non-renewable),France,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
HR,W6100,38.9,Industrial waste (non-renewable),Croatia,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
HU,W6100,148.5,Industrial waste (non-renewable),Hungary,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
IT,W6100,346.9,Industrial waste (non-renewable),Italy,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
LT,W6100,24.1,Industrial waste (non-renewable),Lithuania,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
LU,W6100,23.3,Industrial waste (non-renewable),Luxembourg,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
LV,W6100,10.0,Industrial waste (non-renewable),Latvia,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
PL,W6100,660.6,Industrial waste (non-renewable),Poland,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
PT,W6100,99.5,Industrial waste (non-renewable),Portugal,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
RO,W6100,279.2,Industrial waste (non-renewable),Romania,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
SE,W6100,98.7,Industrial waste (non-renewable),Sweden,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
SI,W6100,57.2,Industrial waste (non-renewable),Slovenia,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
SK,W6100,207.3,Industrial waste (non-renewable),Slovakia,Other non-renewable,Non-renewable,Other non-renewable,Industrial waste (non-renewable)
AT,W6210,191.4,Renewable municipal waste,Austria,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
BE,W6210,387.0,Renewable municipal waste,Belgium,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
BG,W6210,41.9,Renewable municipal waste,Bulgaria,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
CY,W6210,33.1,Renewable municipal waste,Cyprus,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
CZ,W6210,95.8,Renewable municipal waste,Czechia,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
DE,W6210,3128.7,Renewable municipal waste,Germany,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
DK,W6210,546.6,Renewable municipal waste,Denmark,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
EE,W6210,25.9,Renewable municipal waste,Estonia,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
ES,W6210,236.1,Renewable municipal waste,Spain,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
FI,W6210,330.4,Renewable municipal waste,Finland,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
FR,W6210,1244.3,Renewable municipal waste,France,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
HU,W6210,71.9,Renewable municipal waste,Hungary,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
IE,W6210,145.0,Renewable municipal waste,Ireland,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
IT,W6210,843.2,Renewable municipal waste,Italy,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
LT,W6210,28.2,Renewable municipal waste,Lithuania,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
LU,W6210,13.0,Renewable municipal waste,Luxembourg,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
LV,W6210,35.5,Renewable municipal waste,Latvia,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
NL,W6210,969.3,Renewable municipal waste,Netherlands,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
PL,W6210,143.5,Renewable municipal waste,Poland,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
PT,W6210,111.6,Renewable municipal waste,Portugal,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
RO,W6210,2.0,Renewable municipal waste,Romania,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
SE,W6210,966.5,Renewable municipal waste,Sweden,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
SK,W6210,31.8,Renewable municipal waste,Slovakia,Other Renewable,Renewable,Other Renewable,Renewable municipal waste
AT,W6220,323.9,Non-renewable municipal waste,Austria,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
BE,W6220,352.7,Non-renewable municipal waste,Belgium,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
CY,W6220,28.6,Non-renewable municipal waste,Cyprus,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
CZ,W6220,63.9,Non-renewable municipal waste,Czechia,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
DE,W6220,3128.7,Non-renewable municipal waste,Germany,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
DK,W6220,447.2,Non-renewable municipal waste,Denmark,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
EE,W6220,25.9,Non-renewable municipal waste,Estonia,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
ES,W6220,236.1,Non-renewable municipal waste,Spain,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
FI,W6220,245.3,Non-renewable municipal waste,Finland,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
FR,W6220,1244.3,Non-renewable municipal waste,France,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
HU,W6220,62.6,Non-renewable municipal waste,Hungary,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
IE,W6220,146.8,Non-renewable municipal waste,Ireland,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
IT,W6220,843.2,Non-renewable municipal waste,Italy,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
LT,W6220,36.1,Non-renewable municipal waste,Lithuania,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
LU,W6220,21.4,Non-renewable municipal waste,Luxembourg,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
LV,W6220,42.6,Non-renewable municipal waste,Latvia,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
NL,W6220,825.7,Non-renewable municipal waste,Netherlands,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
PL,W6220,408.5,Non-renewable municipal waste,Poland,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
PT,W6220,87.7,Non-renewable municipal waste,Portugal,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
RO,W6220,2.4,Non-renewable municipal waste,Romania,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
SE,W6220,892.1,Non-renewable municipal waste,Sweden,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
SK,W6220,28.4,Non-renewable municipal waste,Slovakia,Other non-renewable,Non-renewable,Other non-renewable,Non-renewable municipal waste
